dataset,fold-class,n-folds,disc_method,num_bins,acc_mean,prec_mean,rec_mean,f1_mean
diabetes,StratifiedKFold,5,gauss,,0.7553125,0.7310845776796165,0.7194531343283583,0.7241538709072464
glass,StratifiedKFold,5,gauss,,0.4681775700934579,0.4590395211950715,0.5053696217842156,0.4599022405215306
wine,StratifiedKFold,5,gauss,,0.9738202247191012,0.9734709872190196,0.9762123020609533,0.9745818672815654
